id_titulo,id_persona,orden_credito
556,7083,1
556,35406,2
556,10279,3
556,17712,4
556,37485,5
556,15918,6
556,28332,7
556,11551,8
556,1681,9
556,525,10
556,39210,11
556,20792,12
556,22966,13
557,21790,1
557,28986,2
557,20628,3
557,27077,4
557,7007,5
557,20489,6
557,21683,7
558,14163,1
558,16167,2
558,33646,3
558,2685,4
558,11942,5
558,21471,6
558,38364,7
558,10251,8
558,5590,9
559,16439,1
559,17426,2
559,2905,3
559,6659,4
559,35887,5
559,38512,6
559,22636,7
559,24265,8
559,21000,9
559,4757,10
560,13917,1
560,12555,2
560,13073,3
560,39455,4
560,29338,5
560,39597,6
560,22146,7
560,9170,8
560,39783,9
560,4855,10
560,10805,11
560,9073,12
560,37760,13
560,35581,14
560,29905,15
562,26105,1
562,4699,2
562,34239,3
562,25854,4
562,32047,5
562,26250,6
562,38770,7
562,25561,8
562,12224,9
563,26105,1
563,10661,2
563,25854,3
563,26221,4
563,32047,5
563,34239,6
563,11585,7
563,26250,8
563,29317,9
563,6586,10
563,39531,11
564,26105,1
564,14098,2
564,25854,3
564,32047,4
564,31869,5
564,34239,6
564,26250,7
564,38770,8
564,10661,9
564,39531,10
565,24317,1
565,5724,2
565,18768,3
565,14098,4
565,39597,5
565,9918,6
565,29929,7
565,22880,8
565,17615,9
565,29905,10
566,20661,1
566,10651,2
566,25488,3
566,18730,4
566,30681,5
566,15923,6
566,7401,7
567,5864,1
567,10104,2
567,22815,3
567,4838,4
567,33171,5
567,19970,6
567,37506,7
567,7964,8
567,24806,9
567,21242,10
567,37772,11
567,22977,12
568,10234,1
568,21494,2
568,11292,3
568,37506,4
568,17421,5
568,13257,6
568,475,7
568,24534,8
569,39315,1
569,24677,2
569,17318,3
569,7365,4
569,21636,5
569,32032,6
569,29448,7
570,38154,1
570,38259,2
570,38155,3
570,20381,4
570,27619,5
570,14632,6
570,29864,7
570,21320,8
570,27621,9
570,38264,10
570,26599,11
570,23381,12
571,39341,1
571,22652,2
571,13718,3
571,38055,4
571,5981,5
571,26956,6
571,21323,7
571,19002,8
571,31097,9
571,40304,10
572,2659,1
572,7973,2
572,1507,3
572,4087,4
572,12892,5
572,12694,6
572,11593,7
572,10461,8
572,34032,9
572,4752,10
572,36476,11
572,14906,12
572,32056,13
572,7596,14
573,9640,1
573,5271,2
573,21974,3
573,16252,4
573,15854,5
573,29885,6
574,15422,1
574,10177,2
574,2647,3
574,14774,4
574,34247,5
574,22815,6
574,15484,7
574,8848,8
574,30916,9
574,15813,10
575,15422,1
575,2647,2
575,10177,3
575,12555,4
575,34247,5
575,22815,6
575,15484,7
575,8848,8
575,15813,9
575,25961,10
576,19644,1
576,18332,2
576,18356,3
576,1462,4
576,5661,5
576,5540,6
576,14057,7
576,7264,8
576,33590,9
576,16991,10
577,32389,1
577,17352,2
577,6957,3
577,36633,4
577,3372,5
577,9355,6
577,22713,7
577,37038,8
577,6558,9
577,36997,10
577,32706,11
577,38510,12
577,34773,13
577,38268,14
577,25724,15
578,23509,1
578,178,2
578,25150,3
578,21326,4
578,40245,5
578,14804,6
578,27429,7
578,35316,8
578,34324,9
579,40680,1
579,20049,2
579,20836,3
579,25961,4
579,19354,5
579,40225,6
579,13145,7
579,6235,8
579,23458,9
579,27413,10
579,19476,11
580,31943,1
580,6572,2
580,39938,3
580,17594,4
580,9391,5
580,17451,6
580,31547,7
580,31995,8
580,15449,9
580,39461,10
580,29905,11
581,20119,1
581,31298,2
581,18961,3
582,7321,1
582,32098,2
582,22292,3
582,6235,4
582,5466,5
582,36756,6
582,38189,7
582,7060,8
582,12205,9
582,19911,10
583,16642,1
583,19582,2
583,18710,3
583,16246,4
583,5500,5
583,37580,6
583,23921,7
583,34575,8
583,15479,9
583,14124,10
583,17963,11
583,21422,12
583,5865,13
583,126,14
583,16664,15
583,33594,16
584,27270,1
584,3686,2
584,20260,3
584,6232,4
584,13347,5
584,21293,6
584,28503,7
584,22828,8
584,15684,9
584,26248,10
584,36748,11
585,7458,1
585,7083,2
585,15651,3
585,11135,4
585,25484,5
585,9434,6
585,11155,7
585,32327,8
585,7692,9
585,33130,10
585,21253,11
585,17301,12
585,33287,13
585,6409,14
586,8159,1
586,27170,2
586,7659,3
586,12749,4
586,37764,5
586,9539,6
586,9892,7
586,8153,8
587,10418,1
587,3039,2
587,7524,3
587,16114,4
587,8676,5
587,16215,6
587,33657,7
587,22395,8
587,17181,9
587,21859,10
588,489,1
588,24173,2
588,11685,3
588,37211,4
588,3313,5
588,202,6
588,38767,7
588,20441,8
588,5475,9
588,32538,10
588,39675,11
589,29619,1
589,18845,2
589,40614,3
589,29961,4
589,830,5
590,18641,1
590,35500,2
590,28011,3
590,37783,4
590,37146,5
590,35764,6
590,4472,7
590,12236,8
590,32100,9
590,20237,10
591,20889,1
591,14411,2
591,31767,3
591,1970,4
591,34814,5
591,32765,6
591,20072,7
591,26335,8
592,39560,1
592,32431,2
592,39736,3
592,25611,4
592,4277,5
592,10774,6
592,32110,7
592,17448,8
592,4855,9
592,37525,10
592,12962,11
592,2566,12
592,18661,13
592,33616,14
593,16323,1
593,1595,2
593,36592,3
593,26127,4
593,27325,5
593,21026,6
593,12708,7
593,22307,8
593,2400,9
593,16136,10
593,21171,11
594,7080,1
594,24321,2
594,16426,3
594,33853,4
594,14849,5
594,28879,6
594,17811,7
594,6838,8
594,40622,9
594,18368,10
595,7140,1
595,40521,2
595,19475,3
595,40751,4
595,35094,5
595,17628,6
595,3119,7
595,11127,8
595,21930,9
595,5573,10
595,4447,11
595,39680,12
596,25656,1
596,18062,2
596,12647,3
596,14597,4
596,27352,5
597,23745,1
597,17935,2
597,25864,3
597,17131,4
597,37665,5
597,8244,6
597,23057,7
597,39490,8
598,39531,1
598,17615,2
598,32897,3
598,12537,4
598,25578,5
598,21982,6
598,16020,7
598,2077,8
598,2573,9
598,26586,10
599,12730,1
599,39103,2
599,37276,3
599,28939,4
599,17560,5
599,15101,6
599,11927,7
599,2853,8
599,4952,9
600,36906,1
600,33171,2
600,4126,3
600,2942,4
600,39472,5
600,27744,6
600,5584,7
600,17681,8
600,27669,9
600,12923,10
601,25606,1
601,33988,2
601,9209,3
601,15864,4
601,29714,5
601,6219,6
601,2865,7
601,3457,8
602,30832,1
602,29115,2
602,10616,3
602,24446,4
602,30921,5
602,39643,6
602,32342,7
602,31863,8
603,30832,1
603,29115,2
603,28115,3
603,36797,4
603,40334,5
603,17545,6
603,23739,7
603,8594,8
603,38034,9
603,24446,10
603,39643,11
604,30832,1
604,29115,2
604,32119,3
604,37367,4
604,24446,5
604,33968,6
604,18016,7
604,30921,8
604,39587,9
605,20313,1
605,19618,2
605,21494,3
605,12377,4
605,21921,5
605,24780,6
605,31427,7
605,25352,8
605,17141,9
605,7169,10
606,8830,1
606,19910,2
606,31930,3
606,15822,4
606,35633,5
606,9407,6
606,30935,7
606,20205,8
606,13929,9
606,7351,10
606,27660,11
606,34615,12
606,11780,13
606,28893,14
606,15869,15
606,12064,16
606,33801,17
606,2123,18
606,15899,19
607,14163,1
607,25793,2
607,15768,3
607,14162,4
607,1300,5
607,32197,6
607,36544,7
607,24202,8
608,22441,1
608,33916,2
608,12667,3
608,20692,4
608,21497,5
608,13077,6
608,1280,7
608,29706,8
609,4435,1
609,26696,2
609,5462,3
609,15768,4
609,22149,5
609,25559,6
609,7756,7
609,1010,8
609,32338,9
609,7470,10
609,5584,11
609,31600,12
609,29905,13
610,2647,1
610,17871,2
610,29294,3
610,37573,4
610,35916,5
610,32597,6
610,7205,7
610,1237,8
610,8518,9
610,13009,10
611,19558,1
611,33916,2
611,25793,3
611,34397,4
611,4840,5
611,11312,6
611,35494,7
611,31903,8
611,39466,9
611,20241,10
612,19558,1
612,35809,2
612,25611,3
612,37290,4
612,14992,5
612,33409,6
612,6563,7
612,20916,8
612,15521,9
612,360,10
613,25793,1
613,4840,2
613,31427,3
613,35936,4
613,20241,5
613,8795,6
613,12810,7
613,21835,8
613,1261,9
613,10657,10
613,16190,11
614,38555,1
614,39867,2
614,3580,3
614,33445,4
614,31310,5
614,350,6
614,131,7
614,13580,8
614,199,9
614,26996,10
614,279,11
614,14089,12
614,15973,13
615,32107,1
615,8013,2
615,2912,3
615,25061,4
615,16942,5
615,18366,6
615,32419,7
615,22792,8
615,23288,9
615,39659,10
615,24830,11
615,5979,12
615,18909,13
615,29392,14
615,39469,15
616,13679,1
616,39205,2
616,21395,3
616,21851,4
616,22416,5
616,29374,6
616,28893,7
616,1463,8
617,13795,1
617,35548,2
617,24031,3
617,25437,4
617,24834,5
617,36148,6
617,6432,7
617,2920,8
617,19808,9
618,10404,1
618,28571,2
618,23526,3
618,12272,4
618,27927,5
618,29661,6
619,6526,1
619,16211,2
619,28492,3
619,2575,4
619,5065,5
619,18656,6
619,39533,7
619,30967,8
619,20454,9
619,35094,10
620,26994,1
620,30882,2
620,40808,3
620,30330,4
620,16178,5
620,22402,6
620,14243,7
620,29098,8
620,30318,9
620,19996,10
622,4754,1
622,6772,2
622,22316,3
623,37290,1
623,10920,2
623,12220,3
623,10264,4
623,15218,5
623,11483,6
623,29354,7
623,17683,8
623,11855,9
623,5047,10
624,30129,1
624,36100,2
624,16849,3
624,32694,4
624,13092,5
625,4286,1
625,23269,2
625,2494,3
625,25159,4
625,9849,5
625,26640,6
625,6417,7
625,387,8
625,18876,9
626,25407,1
626,17028,2
626,16839,3
626,3451,4
626,17195,5
626,3158,6
626,11532,7
626,3341,8
626,17024,9
626,38451,10
626,14913,11
626,11882,12
626,24123,13
626,1174,14
626,27240,15
626,18434,16
626,33085,17
626,5968,18
626,7633,19
628,36215,1
628,30424,2
628,13385,3
629,27045,1
629,9168,2
629,37176,3
629,33184,4
629,31428,5
629,9619,6
630,1475,1
630,14876,2
630,4908,3
630,13621,4
630,7629,5
630,17672,6
630,8222,7
630,1919,8
630,1410,9
630,23997,10
631,5161,1
631,33854,2
631,4471,3
631,31573,4
631,15800,5
631,31095,6
631,39033,7
631,35225,8
631,25024,9
631,38194,10
631,33173,11
632,40348,1
632,35537,2
632,26336,3
632,3239,4
632,36982,5
632,18892,6
632,23547,7
632,23118,8
633,8115,1
633,12777,2
633,35026,3
633,12775,4
633,812,5
633,30033,6
633,26907,7
633,10034,8
633,18435,9
634,39221,1
634,16733,2
634,24946,3
635,28525,1
636,14019,1
636,18695,2
636,6118,3
636,9596,4
636,10586,5
636,4613,6
636,812,7
636,12391,8
636,1552,9
636,31148,10
637,22119,1
637,4564,2
637,1934,3
637,23888,4
637,21569,5
637,14462,6
637,24464,7
637,24814,8
637,24830,9
638,23640,1
638,12452,2
638,19791,3
638,1536,4
638,13966,5
638,30573,6
638,34938,7
638,6488,8
638,898,9
638,30762,10
638,4773,11
638,20382,12
638,9657,13
638,34894,14
638,2719,15
638,27502,16
638,22695,17
638,30629,18
638,23648,19
639,33643,1
639,26127,2
639,340,3
639,23905,4
640,40387,1
640,34854,2
640,26336,3
640,31716,4
640,36934,5
640,39404,6
640,3979,7
640,40115,8
640,17238,9
640,20890,10
640,20068,11
640,27379,12
640,14389,13
640,32792,14
640,32614,15
640,20126,16
640,24642,17
640,37946,18
641,28254,1
641,5941,2
641,35246,3
641,35700,4
641,40595,5
641,28267,6
641,13058,7
641,38018,8
641,2594,9
641,34967,10
641,40567,11
641,19159,12
643,36699,1
643,34753,2
643,37201,3
643,26339,4
643,37711,5
643,32996,6
643,1971,7
643,36705,8
643,20905,9
643,22206,10
643,18897,11
643,32767,12
643,20888,13
643,15258,14
643,20664,15
644,13510,1
644,38575,2
644,35797,3
644,5187,4
644,7087,5
644,32086,6
644,14092,7
644,19913,8
645,14918,1
645,32723,2
645,23900,3
645,31198,4
645,24815,5
645,38362,6
645,37014,7
645,20659,8
645,31176,9
645,4657,10
647,6362,1
647,855,2
647,8723,3
647,18595,4
647,28818,5
647,2692,6
647,28225,7
647,22864,8
647,15138,9
647,37429,10
647,37192,11
647,7200,12
647,16308,13
647,28821,14
647,10875,15
647,2314,16
647,9001,17
647,39825,18
648,28516,1
648,33410,2
648,38601,3
648,24447,4
648,22653,5
649,9486,1
650,36553,1
650,17659,2
650,27461,3
650,1214,4
650,28375,5
650,26969,6
650,36586,7
650,11557,8
650,20893,9
650,28708,10
651,8080,1
651,8290,2
651,37315,3
651,21946,4
652,28081,1
652,23717,2
652,12111,3
652,8043,4
652,37803,5
652,32303,6
652,32865,7
652,5003,8
652,28536,9
652,6955,10
652,29142,11
652,35757,12
653,28081,1
653,23717,2
653,12111,3
653,8043,4
653,37803,5
653,32303,6
653,32865,7
653,5003,8
653,28536,9
653,6955,10
653,29142,11
653,35757,12
655,11979,1
655,7956,2
655,28427,3
655,33045,4
655,39211,5
655,1266,6
655,1652,7
655,32822,8
656,23397,1
656,28427,2
656,7956,3
656,11979,4
656,23954,5
656,1266,6
656,39211,7
656,33045,8
656,35043,9
656,26028,10
657,30839,1
657,10091,2
657,10140,3
658,2281,1
659,35405,1
659,13735,2
659,6450,3
659,21807,4
659,39899,5
660,27868,1
660,27846,2
660,27389,3
660,38099,4
660,27197,5
660,29527,6
660,19787,7
660,30147,8
660,32584,9
660,28953,10
660,36610,11
660,37072,12
660,27434,13
660,27179,14
661,7953,1
661,15869,2
661,24515,3
661,17128,4
661,6909,5
661,8232,6
661,27028,7
661,7281,8
662,5901,1
662,37317,2
662,13384,3
662,22178,4
662,11679,5
662,21525,6
662,27802,7
662,36014,8
662,3746,9
662,15174,10
662,18843,11
662,39129,12
662,7361,13
663,2273,1
663,12051,2
663,2550,3
663,15371,4
663,26766,5
663,39982,6
663,31936,7
663,12974,8
663,26248,9
664,23469,1
664,38455,2
664,16090,3
664,3524,4
664,22917,5
664,15542,6
664,12273,7
664,22929,8
664,36404,9
666,30050,1
666,21585,2
666,16069,3
666,37882,4
666,30101,5
666,31744,6
666,28895,7
666,18114,8
666,30677,9
667,20841,1
667,10591,2
667,582,3
667,21193,4
667,16844,5
667,36099,6
667,32311,7
667,25999,8
667,2635,9
667,21159,10
668,21634,1
668,7063,2
668,16020,3
668,24904,4
668,7881,5
668,27438,6
668,20280,7
668,16632,8
668,1935,9
668,24298,10
668,14109,11
668,13951,12
668,16393,13
668,9651,14
669,15860,1
669,25678,2
669,17199,3
669,4853,4
669,7264,5
669,30139,6
669,16537,7
669,27552,8
669,14228,9
669,11075,10
670,23283,1
670,27066,2
670,6054,3
670,32065,4
670,7982,5
670,4641,6
670,1067,7
670,15052,8
670,24605,9
670,24623,10
670,30868,11
670,1109,12
670,24386,13
670,8443,14
670,13887,15
670,21463,16
670,17022,17
670,38803,18
671,38085,1
671,34919,2
671,14400,3
671,32612,4
671,12318,5
671,40095,6
671,38104,7
671,20777,8
671,19895,9
671,34855,10
672,38085,1
672,34919,2
672,14400,3
672,32612,4
672,12318,5
672,40095,6
672,38104,7
672,20777,8
672,19895,9
672,19893,10
672,23455,11
673,38085,1
673,34919,2
673,14400,3
673,40196,4
673,12318,5
673,23965,6
673,26390,7
673,28258,8
673,20828,9
673,19823,10
673,34757,11
673,19893,12
674,33495,1
675,26423,1
675,4897,2
675,11492,3
675,19591,4
675,15891,5
675,9905,6
675,2642,7
675,13620,8
675,32726,9
675,15019,10
675,10238,11
676,3805,1
676,23940,2
677,19112,1
677,22167,2
677,5885,3
677,7708,4
677,24170,5
677,23170,6
677,3628,7
677,26917,8
677,22967,9
677,6242,10
677,6583,11
677,24215,12
677,22497,13
677,29700,14
677,7725,15
677,26584,16
677,3598,17
677,4247,18
677,14062,19
677,24427,20
677,33610,21
677,27330,22
677,35206,23
678,11420,1
678,6312,2
678,8420,3
678,2985,4
678,7080,5
678,16693,6
678,10909,7
678,37551,8
678,33625,9
678,10180,10
679,10341,1
679,8688,2
679,31695,3
679,29627,4
680,21381,1
680,28167,2
680,37238,3
680,28898,4
680,30144,5
680,27182,6
680,30301,7
680,36862,8
680,39402,9
680,3480,10
681,25673,1
681,33930,2
681,9409,3
682,9190,1
682,13925,2
682,17606,3
682,9593,4
682,11285,5
682,21569,6
682,27577,7
682,39495,8
682,8013,9
682,22158,10
682,4269,11
682,19526,12
682,9002,13
682,32039,14
682,16931,15
683,27161,1
683,28483,2
683,39505,3
684,13109,1
684,14396,2
684,23136,3
684,40363,4
684,14042,5
684,14043,6
684,34923,7
684,36282,8
684,32813,9
684,36935,10
684,32768,11
684,20884,12
684,34758,13
685,8567,1
685,26012,2
685,24620,3
685,15260,4
685,26006,5
685,15648,6
685,40835,7
685,3578,8
685,26236,9
685,11361,10
685,28552,11
686,20245,1
686,1497,2
686,22156,3
686,9147,4
686,12185,5
686,3035,6
686,29399,7
686,25371,8
687,6986,1
687,40161,2
687,18935,3
687,20477,4
687,16743,5
687,20503,6
687,20543,7
687,18937,8
688,9563,1
688,850,2
688,15767,3
688,17912,4
688,19214,5
689,27121,1
689,17102,2
689,34496,3
689,25020,4
689,38750,5
689,20904,6
689,10792,7
689,38559,8
689,38123,9
690,38085,1
690,34919,2
690,14400,3
690,32612,4
690,12318,5
690,40095,6
690,38104,7
690,20777,8
690,19895,9
690,34855,10
691,36709,1
691,10840,2
691,23145,3
691,26827,4
691,40269,5
691,40434,6
691,36884,7
691,19828,8
691,19535,9
691,40216,10
692,29023,1
692,34720,2
692,7029,3
692,26265,4
692,13723,5
692,17306,6
692,6221,7
692,37165,8
693,30428,1
693,10235,2
693,22098,3
693,4202,4
693,28901,5
693,6779,6
693,22243,7
693,19306,8
693,39433,9
693,14081,10
694,15065,1
694,28029,2
694,3744,3
694,37476,4
694,13846,5
694,3873,6
694,24173,7
694,4336,8
694,8026,9
694,14802,10
695,5972,1
695,156,2
696,21327,1
696,12376,2
696,10463,3
697,15647,1
697,19004,2
697,7297,3
697,33030,4
697,19990,5
697,11242,6
697,10374,7
697,13524,8
697,35638,9
697,26869,10
698,11361,1
698,15260,2
699,6618,1
699,29513,2
700,13515,1
700,40869,2
700,1645,3
700,15043,4
700,40907,5
700,36577,6
700,4958,7
701,26417,1
701,37944,2
701,37929,3
701,35346,4
701,19827,5
701,14333,6
701,39404,7
701,36675,8
701,18961,9
701,40359,10
701,14364,11
701,36658,12
701,37926,13
701,36982,14
701,31721,15
701,40206,16
701,34819,17
702,3726,1
702,34316,2
702,26770,3
702,19291,4
702,15205,5
702,33330,6
702,26034,7
702,36853,8
703,5175,1
703,16678,2
703,31943,3
703,15482,4
703,7165,5
703,3203,6
703,17779,7
703,34588,8
703,18712,9
703,29345,10
704,4601,1
704,25263,2
704,25460,3
704,25336,4
704,4339,5
704,7498,6
704,37553,7
704,25400,8
704,14072,9
704,6419,10
705,36553,1
705,1475,2
705,35333,3
705,27461,4
705,26352,5
705,4384,6
705,3215,7
705,28082,8
705,32203,9
705,16472,10
706,25034,1
706,28164,2
707,3578,1
707,28552,2
707,7591,3
707,18211,4
707,21473,5
707,17979,6
708,3255,1
708,25019,2
708,27223,3
708,23592,4
708,16280,5
708,30104,6
708,32584,7
708,6716,8
708,28905,9
708,25085,10
709,9328,1
709,12365,2
709,37293,3
709,25337,4
709,38041,5
709,11460,6
709,40473,7
709,7953,8
710,27863,1
710,21493,2
710,18576,3
710,17573,4
710,24954,5
710,28137,6
710,22907,7
710,672,8
710,33505,9
710,6513,10
710,28698,11
710,11592,12
712,23825,1
712,25105,2
712,35052,3
712,38610,4
712,22834,5
712,13052,6
712,37881,7
712,4353,8
712,3178,9
712,2843,10
712,11615,11
713,11773,1
713,35460,2
713,40423,3
713,20721,4
713,1207,5
713,34275,6
713,6329,7
714,12931,1
714,25593,2
714,4839,3
714,15748,4
714,27833,5
714,559,6
714,1251,7
714,31202,8
715,34718,1
715,40040,2
715,7000,3
715,7021,4
715,6805,5
715,7007,6
716,26236,1
716,26006,2
716,28552,3
717,16012,1
717,9949,2
717,28888,3
717,21858,4
717,25516,5
717,14457,6
717,29384,7
717,31808,8
718,2572,1
718,11525,2
718,12973,3
718,8699,4
718,35096,5
718,31423,6
718,19610,7
719,16642,1
719,26728,2
719,15224,3
719,39533,4
719,24206,5
719,37546,6
719,17698,7
719,7626,8
719,6646,9
719,20220,10
720,32648,1
720,14637,2
720,19171,3
720,37193,4
720,6481,5
720,34547,6
720,4971,7
721,22935,1
721,2919,2
721,23163,3
721,18637,4
722,39567,1
722,16836,2
722,32405,3
722,4647,4
722,19726,5
722,11873,6
722,12960,7
722,25545,8
722,35797,9
722,7124,10
723,38252,1
724,16517,1
726,26006,1
726,7591,2
726,12795,3
727,15812,1
727,21443,2
727,20726,3
727,32040,4
729,1634,1
729,39551,2
729,18082,3
729,426,4
729,40497,5
729,6915,6
729,16917,7
730,9055,1
730,22536,2
730,12051,3
731,9055,1
731,22536,2
731,12051,3
732,36235,1
732,21792,2
732,29008,3
732,21688,4
732,21759,5
732,16744,6
732,16749,7
732,22220,8
732,35401,9
732,26687,10
732,32236,11
732,20460,12
732,20493,13
732,21730,14
732,21706,15
732,18894,16
732,22219,17
732,29025,18
732,34731,19
732,40399,20
733,6275,1
733,40812,2
734,11206,1
734,24029,2
734,30559,3
734,26197,4
734,1367,5
734,10052,6
734,7156,7
734,5656,8
734,14096,9
734,7095,10
734,4486,11
735,28574,1
735,22830,2
735,7665,3
735,27825,4
735,14291,5
735,35559,6
735,3105,7
735,11696,8
735,39048,9
735,34777,10
736,19661,1
736,35481,2
736,30638,3
736,3694,4
737,30546,1
737,2100,2
737,34317,3
737,1943,4
737,36493,5
737,18078,6
737,2795,7
737,3210,8
737,39019,9
737,39192,10
737,39276,11
738,34575,1
738,22465,2
738,17959,3
738,8688,4
738,23632,5
738,8619,6
738,27842,7
738,22618,8
738,35847,9
740,17229,1
740,17628,2
740,7809,3
740,39567,4
740,5064,5
740,17217,6
740,14750,7
741,24361,1
741,15651,2
741,11343,3
741,638,4
741,14057,5
741,31679,6
741,3652,7
741,6368,8
741,8768,9
741,26356,10
741,12371,11
741,35669,12
742,987,1
742,12871,2
742,6152,3
742,6448,4
742,21839,5
742,6544,6
742,27641,7
742,6188,8
742,18435,9
742,24124,10
743,21626,1
743,19199,2
743,14480,3
743,20394,4
743,14441,5
743,2695,6
743,34955,7
743,14667,8
744,12855,1
744,12255,2
744,34006,3
744,28477,4
744,4116,5
744,26194,6
744,24439,7
744,36812,8
745,12243,1
745,28891,2
745,9677,3
745,6280,4
746,696,1
746,7434,2
746,14118,3
746,31733,4
746,25434,5
746,20366,6
746,32936,7
747,12970,1
747,3366,2
747,12070,3
747,16672,4
747,4277,5
747,34376,6
747,11938,7
747,22794,8
747,12913,9
748,30882,1
748,28321,2
748,1556,3
748,38316,4
748,13134,5
748,38011,6
748,27369,7
748,39888,8
748,22379,9
748,38125,10
750,16934,1
750,12424,2
751,14997,1
751,12929,2
751,12353,3
751,10590,4
751,24040,5
751,8174,6
751,18436,7
751,10623,8
752,2003,1
753,40754,1
753,22812,2
753,8552,3
753,12361,4
753,9899,5
753,33615,6
753,33256,7
754,24506,1
754,6154,2
754,17049,3
754,24589,4
754,2537,5
754,2344,6
754,9622,7
754,14611,8
754,15142,9
754,25000,10
755,32425,1
755,15931,2
755,37780,3
755,35664,4
755,27931,5
755,11752,6
755,13316,7
755,7846,8
755,30488,9
755,17017,10
756,27850,1
757,6893,1
757,25025,2
757,28081,3
757,28264,4
757,38123,5
757,11409,6
757,35498,7
757,13602,8
757,28595,9
758,8796,1
758,17561,2
759,23247,1
759,6682,2
759,22368,3
759,35526,4
759,37727,5
759,37655,6
759,29880,7
759,28624,8
759,552,9
759,31825,10
759,30874,11
763,16056,1
763,6452,2
763,18940,3
764,28165,1
764,7202,2
764,448,3
764,35685,4
764,8332,5
764,1696,6
764,39533,7
764,15753,8
764,27552,9
764,25478,10
765,15643,1
765,23251,2
765,23212,3
765,26349,4
765,20868,5
765,40315,6
765,23999,7
765,38508,8
766,37115,1
766,40875,2
766,40873,3
766,2318,4
766,34216,5
766,1102,6
766,22902,7
766,2526,8
766,27151,9
766,8067,10
766,15120,11
767,1038,1
768,32807,1
768,32810,2
768,40388,3
768,800,4
768,25277,5
768,923,6
768,21158,7
768,940,8
768,34756,9
768,17450,10
769,26579,1
769,12261,2
769,24058,3
769,24942,4
769,7501,5
769,7411,6
769,10843,7
769,31145,8
769,2502,9
769,22628,10
769,25059,11
771,26905,1
772,20889,1
772,14411,2
772,31767,3
772,1970,4
772,34814,5
772,26338,6
772,20072,7
772,18971,8
772,33825,9
772,797,10
772,40364,11
772,32765,12
772,36656,13
772,40206,14
772,34829,15
772,27169,16
772,27111,17
773,7683,1
773,22836,2
773,1863,3
773,2330,4
773,13010,5
773,1619,6
773,37405,7
774,16081,1
774,11817,2
774,15383,3
774,10591,4
774,35213,5
774,3322,6
774,1715,7
774,32569,8
774,4775,9
774,16893,10
775,15527,1
775,426,2
775,30570,3
775,37446,4
775,19430,5
775,36640,6
776,4228,1
776,16948,2
776,17699,3
776,26694,4
776,20167,5
776,14949,6
776,24541,7
776,31208,8
776,25513,9
776,5642,10
776,5645,11
777,7718,1
777,33866,2
777,1546,3
777,12375,4
777,13342,5
777,13914,6
777,19697,7
777,37573,8
777,38345,9
777,39545,10
777,32386,11
777,37179,12
777,26861,13
777,17470,14
777,4281,15
778,3630,1
778,17115,2
778,6332,3
778,16957,4
778,2663,5
778,5947,6
778,22275,7
778,16732,8
778,22353,9
778,19698,10
779,40348,1
779,40321,2
779,24105,3
779,20747,4
779,40289,5
779,40281,6
779,34772,7
779,14373,8
779,32789,9
779,40198,10
779,37927,11
779,33011,12
779,14394,13
779,8147,14
779,32307,15
779,19890,16
779,19827,17
779,40424,18
779,36703,19
780,17840,1
780,4277,2
780,12047,3
780,20474,4
780,32868,5
780,31641,6
780,19981,7
780,25697,8
780,34526,9
780,37542,10
780,25559,11
781,30311,1
781,34963,2
781,14784,3
781,33546,4
781,33580,5
781,18655,6
781,17822,7
781,8895,8
783,7943,1
783,34677,2
783,37133,3
783,6248,4
783,35575,5
783,22518,6
783,5007,7
783,20014,8
783,10571,9
783,26580,10
784,13001,1
784,13062,2
784,5599,3
784,33345,4
784,11980,5
784,25501,6
784,16422,7
784,30596,8
784,27959,9
784,35704,10
785,28544,1
785,32712,2
785,5258,3
785,20968,4
785,25720,5
785,17660,6
785,16784,7
785,24570,8
785,20258,9
787,37822,1
787,6443,2
787,39084,3
787,9752,4
787,27470,5
787,19097,6
787,33176,7
787,31631,8
787,29927,9
787,1064,10
788,17034,1
788,8107,2
788,3019,3
788,19964,4
788,37728,5
788,24219,6
788,12424,7
788,25663,8
788,10086,9
788,28844,10
789,17840,1
789,39030,2
789,37149,3
789,24820,4
789,32556,5
789,36360,6
789,2640,7
789,35850,8
789,7081,9
790,14589,1
790,16943,2
790,33203,3
790,21474,4
790,17147,5
790,30985,6
790,5265,7
790,37753,8
790,25923,9
790,20229,10
790,35156,11
790,25625,12
790,17342,13
790,24874,14
790,13939,15
790,37366,16
790,22208,17
790,31867,18
790,32438,19
790,29989,20
790,10669,21
790,35513,22
790,21975,23
790,23293,24
790,29620,25
791,4818,1
791,32716,2
792,35778,1
792,38595,2
792,13896,3
792,24170,4
792,2927,5
792,27705,6
792,27323,7
792,17881,8
792,33173,9
792,15701,10
792,17552,11
792,3157,12
792,26121,13
792,31517,14
792,20324,15
792,21407,16
792,23718,17
792,10789,18
792,5512,19
792,11336,20
792,16837,21
792,13310,22
792,5384,23
792,24303,24
792,6207,25
792,413,26
792,7055,27
792,17725,28
792,34565,29
792,7339,30
792,8046,31
793,23187,1
793,5835,2
793,31175,3
793,3039,4
793,17754,5
793,29617,6
793,819,7
793,20323,8
793,26701,9
793,32727,10
794,24909,1
794,33070,2
794,17988,3
794,6052,4
794,37858,5
794,35155,6
794,17602,7
794,35655,8
794,36455,9
794,2930,10
794,17116,11
795,12356,1
795,21099,2
